"","Position","Gene"
"7799",7799,"MT-CO2"
"7800",7800,"MT-CO2"
"7801",7801,"MT-CO2"
"7802",7802,"MT-CO2"
"7803",7803,"MT-CO2"
"7804",7804,"MT-CO2"
"7805",7805,"MT-CO2"
"7806",7806,"MT-CO2"
"7807",7807,"MT-CO2"
"7808",7808,"MT-CO2"
"7809",7809,"MT-CO2"
"7810",7810,"MT-CO2"
"7811",7811,"MT-CO2"
"7812",7812,"MT-CO2"
"7813",7813,"MT-CO2"
"7814",7814,"MT-CO2"
"7815",7815,"MT-CO2"
"7816",7816,"MT-CO2"
"7817",7817,"MT-CO2"
"7818",7818,"MT-CO2"
"7819",7819,"MT-CO2"
"7820",7820,"MT-CO2"
"7821",7821,"MT-CO2"
"7822",7822,"MT-CO2"
"7823",7823,"MT-CO2"
"7824",7824,"MT-CO2"
"7825",7825,"MT-CO2"
"7826",7826,"MT-CO2"
"7827",7827,"MT-CO2"
"7828",7828,"MT-CO2"
"7829",7829,"MT-CO2"
"7830",7830,"MT-CO2"
"7831",7831,"MT-CO2"
"7832",7832,"MT-CO2"
"7833",7833,"MT-CO2"
"7834",7834,"MT-CO2"
"7835",7835,"MT-CO2"
"7836",7836,"MT-CO2"
"7837",7837,"MT-CO2"
"7838",7838,"MT-CO2"
"7839",7839,"MT-CO2"
"7840",7840,"MT-CO2"
"7841",7841,"MT-CO2"
"7842",7842,"MT-CO2"
"7843",7843,"MT-CO2"
"7844",7844,"MT-CO2"
"7845",7845,"MT-CO2"
"7846",7846,"MT-CO2"
"7847",7847,"MT-CO2"
"7848",7848,"MT-CO2"
"7849",7849,"MT-CO2"
"7850",7850,"MT-CO2"
"7851",7851,"MT-CO2"
"7852",7852,"MT-CO2"
"7853",7853,"MT-CO2"
"7854",7854,"MT-CO2"
"7855",7855,"MT-CO2"
"7856",7856,"MT-CO2"
"7857",7857,"MT-CO2"
"7858",7858,"MT-CO2"
"7859",7859,"MT-CO2"
"7860",7860,"MT-CO2"
"7861",7861,"MT-CO2"
"7862",7862,"MT-CO2"
"7863",7863,"MT-CO2"
"7864",7864,"MT-CO2"
"7865",7865,"MT-CO2"
"7866",7866,"MT-CO2"
"7867",7867,"MT-CO2"
"7868",7868,"MT-CO2"
"7869",7869,"MT-CO2"
"7870",7870,"MT-CO2"
"7871",7871,"MT-CO2"
"7872",7872,"MT-CO2"
"7873",7873,"MT-CO2"
"7874",7874,"MT-CO2"
"7875",7875,"MT-CO2"
"7876",7876,"MT-CO2"
"7877",7877,"MT-CO2"
"7878",7878,"MT-CO2"
"7879",7879,"MT-CO2"
"7880",7880,"MT-CO2"
"7881",7881,"MT-CO2"
"7882",7882,"MT-CO2"
"7883",7883,"MT-CO2"
"7884",7884,"MT-CO2"
"7885",7885,"MT-CO2"
"7886",7886,"MT-CO2"
"7887",7887,"MT-CO2"
"7888",7888,"MT-CO2"
"7889",7889,"MT-CO2"
"7890",7890,"MT-CO2"
"7891",7891,"MT-CO2"
"7892",7892,"MT-CO2"
"7893",7893,"MT-CO2"
"7894",7894,"MT-CO2"
"7895",7895,"MT-CO2"
"7896",7896,"MT-CO2"
"7897",7897,"MT-CO2"
"7898",7898,"MT-CO2"
"7899",7899,"MT-CO2"
"7900",7900,"MT-CO2"
"7901",7901,"MT-CO2"
"7902",7902,"MT-CO2"
"7903",7903,"MT-CO2"
"7904",7904,"MT-CO2"
"7905",7905,"MT-CO2"
"7906",7906,"MT-CO2"
"7907",7907,"MT-CO2"
"7908",7908,"MT-CO2"
"7909",7909,"MT-CO2"
"7910",7910,"MT-CO2"
"7911",7911,"MT-CO2"
"7912",7912,"MT-CO2"
"7913",7913,"MT-CO2"
"7914",7914,"MT-CO2"
"7915",7915,"MT-CO2"
"7916",7916,"MT-CO2"
"7917",7917,"MT-CO2"
"7918",7918,"MT-CO2"
"7919",7919,"MT-CO2"
"7920",7920,"MT-CO2"
"7921",7921,"MT-CO2"
"7922",7922,"MT-CO2"
"7923",7923,"MT-CO2"
"7924",7924,"MT-CO2"
"7925",7925,"MT-CO2"
"7926",7926,"MT-CO2"
"7927",7927,"MT-CO2"
"7928",7928,"MT-CO2"
"7929",7929,"MT-CO2"
"7930",7930,"MT-CO2"
"7931",7931,"MT-CO2"
"7932",7932,"MT-CO2"
"7933",7933,"MT-CO2"
"7934",7934,"MT-CO2"
"7935",7935,"MT-CO2"
"7936",7936,"MT-CO2"
"7937",7937,"MT-CO2"
"7938",7938,"MT-CO2"
"7939",7939,"MT-CO2"
"7940",7940,"MT-CO2"
"7941",7941,"MT-CO2"
"7942",7942,"MT-CO2"
"7943",7943,"MT-CO2"
"7944",7944,"MT-CO2"
"7945",7945,"MT-CO2"
"7946",7946,"MT-CO2"
"7947",7947,"MT-CO2"
"7948",7948,"MT-CO2"
"7949",7949,"MT-CO2"
"7950",7950,"MT-CO2"
"7951",7951,"MT-CO2"
"7952",7952,"MT-CO2"
"7953",7953,"MT-CO2"
"7954",7954,"MT-CO2"
"7955",7955,"MT-CO2"
"7956",7956,"MT-CO2"
"7957",7957,"MT-CO2"
"7958",7958,"MT-CO2"
"7959",7959,"MT-CO2"
"7960",7960,"MT-CO2"
"7961",7961,"MT-CO2"
"7962",7962,"MT-CO2"
"7963",7963,"MT-CO2"
"7964",7964,"MT-CO2"
"7965",7965,"MT-CO2"
"7966",7966,"MT-CO2"
"7967",7967,"MT-CO2"
"7968",7968,"MT-CO2"
"7969",7969,"MT-CO2"
"7970",7970,"MT-CO2"
"7971",7971,"MT-CO2"
"7972",7972,"MT-CO2"
"7973",7973,"MT-CO2"
"7974",7974,"MT-CO2"
"7975",7975,"MT-CO2"
"7976",7976,"MT-CO2"
"7977",7977,"MT-CO2"
"7978",7978,"MT-CO2"
"7979",7979,"MT-CO2"
"7980",7980,"MT-CO2"
"7981",7981,"MT-CO2"
"7982",7982,"MT-CO2"
"7983",7983,"MT-CO2"
"7984",7984,"MT-CO2"
"7985",7985,"MT-CO2"
"7986",7986,"MT-CO2"
"7987",7987,"MT-CO2"
"7988",7988,"MT-CO2"
"7989",7989,"MT-CO2"
"7990",7990,"MT-CO2"
"7991",7991,"MT-CO2"
"7992",7992,"MT-CO2"
"7993",7993,"MT-CO2"
"7994",7994,"MT-CO2"
"7995",7995,"MT-CO2"
"7996",7996,"MT-CO2"
"7997",7997,"MT-CO2"
"7998",7998,"MT-CO2"
"7999",7999,"MT-CO2"
"8000",8000,"MT-CO2"
"8001",8001,"MT-CO2"
"8002",8002,"MT-CO2"
"8003",8003,"MT-CO2"
"8004",8004,"MT-CO2"
"8005",8005,"MT-CO2"
"8006",8006,"MT-CO2"
"8007",8007,"MT-CO2"
"8008",8008,"MT-CO2"
"8009",8009,"MT-CO2"
"8010",8010,"MT-CO2"
"8011",8011,"MT-CO2"
"8012",8012,"MT-CO2"
"8013",8013,"MT-CO2"
"8014",8014,"MT-CO2"
"8015",8015,"MT-CO2"
"8016",8016,"MT-CO2"
"8017",8017,"MT-CO2"
"8018",8018,"MT-CO2"
"8019",8019,"MT-CO2"
"8020",8020,"MT-CO2"
"8021",8021,"MT-CO2"
"8022",8022,"MT-CO2"
"8023",8023,"MT-CO2"
"8024",8024,"MT-CO2"
"8025",8025,"MT-CO2"
"8026",8026,"MT-CO2"
"8027",8027,"MT-CO2"
"8028",8028,"MT-CO2"
"8029",8029,"MT-CO2"
"8030",8030,"MT-CO2"
"8031",8031,"MT-CO2"
"8032",8032,"MT-CO2"
"8033",8033,"MT-CO2"
"8034",8034,"MT-CO2"
"8035",8035,"MT-CO2"
"8036",8036,"MT-CO2"
"8037",8037,"MT-CO2"
"8038",8038,"MT-CO2"
"8039",8039,"MT-CO2"
"8040",8040,"MT-CO2"
"8041",8041,"MT-CO2"
"8042",8042,"MT-CO2"
"8043",8043,"MT-CO2"
"8044",8044,"MT-CO2"
"8045",8045,"MT-CO2"
"8046",8046,"MT-CO2"
"8047",8047,"MT-CO2"
"8048",8048,"MT-CO2"
"8049",8049,"MT-CO2"
"8050",8050,"MT-CO2"
"8051",8051,"MT-CO2"
"8052",8052,"MT-CO2"
"8053",8053,"MT-CO2"
"8054",8054,"MT-CO2"
"8055",8055,"MT-CO2"
"8056",8056,"MT-CO2"
"8057",8057,"MT-CO2"
"8058",8058,"MT-CO2"
"8059",8059,"MT-CO2"
"8060",8060,"MT-CO2"
"8061",8061,"MT-CO2"
"8062",8062,"MT-CO2"
"8063",8063,"MT-CO2"
"8064",8064,"MT-CO2"
"8065",8065,"MT-CO2"
"8066",8066,"MT-CO2"
"8067",8067,"MT-CO2"
"8068",8068,"MT-CO2"
"8069",8069,"MT-CO2"
"8070",8070,"MT-CO2"
"8071",8071,"MT-CO2"
"8072",8072,"MT-CO2"
"8073",8073,"MT-CO2"
"8074",8074,"MT-CO2"
"8075",8075,"MT-CO2"
"8076",8076,"MT-CO2"
"8077",8077,"MT-CO2"
"8078",8078,"MT-CO2"
"8079",8079,"MT-CO2"
"8080",8080,"MT-CO2"
"8081",8081,"MT-CO2"
"8082",8082,"MT-CO2"
"8083",8083,"MT-CO2"
"8084",8084,"MT-CO2"
"8085",8085,"MT-CO2"
"8086",8086,"MT-CO2"
"8087",8087,"MT-CO2"
"8088",8088,"MT-CO2"
"8089",8089,"MT-CO2"
"8090",8090,"MT-CO2"
"8091",8091,"MT-CO2"
"8092",8092,"MT-CO2"
"8093",8093,"MT-CO2"
"8094",8094,"MT-CO2"
"8095",8095,"MT-CO2"
"8096",8096,"MT-CO2"
"8097",8097,"MT-CO2"
"8098",8098,"MT-CO2"
"8099",8099,"MT-CO2"
"8100",8100,"MT-CO2"
"8101",8101,"MT-CO2"
"8102",8102,"MT-CO2"
"8103",8103,"MT-CO2"
"8104",8104,"MT-CO2"
"8105",8105,"MT-CO2"
"8106",8106,"MT-CO2"
"8107",8107,"MT-CO2"
"8108",8108,"MT-CO2"
"8109",8109,"MT-CO2"
"8110",8110,"MT-CO2"
"8111",8111,"MT-CO2"
"8112",8112,"MT-CO2"
"8113",8113,"MT-CO2"
"8114",8114,"MT-CO2"
"8115",8115,"MT-CO2"
"8116",8116,"MT-CO2"
"8117",8117,"MT-CO2"
"8118",8118,"MT-CO2"
"8119",8119,"MT-CO2"
"8120",8120,"MT-CO2"
"8121",8121,"MT-CO2"
"8122",8122,"MT-CO2"
"8123",8123,"MT-CO2"
"8124",8124,"MT-CO2"
"8125",8125,"MT-CO2"
"8126",8126,"MT-CO2"
"8127",8127,"MT-CO2"
"8128",8128,"MT-CO2"
"8129",8129,"MT-CO2"
"8130",8130,"MT-CO2"
"8131",8131,"MT-CO2"
"8132",8132,"MT-CO2"
"8133",8133,"MT-CO2"
"8134",8134,"MT-CO2"
"8135",8135,"MT-CO2"
"8136",8136,"MT-CO2"
"8137",8137,"MT-CO2"
"8138",8138,"MT-CO2"
"8139",8139,"MT-CO2"
"8140",8140,"MT-CO2"
"8141",8141,"MT-CO2"
"8142",8142,"MT-CO2"
"8143",8143,"MT-CO2"
"8144",8144,"MT-CO2"
"8145",8145,"MT-CO2"
"8146",8146,"MT-CO2"
"8147",8147,"MT-CO2"
"8148",8148,"MT-CO2"
"8149",8149,"MT-CO2"
"8150",8150,"MT-CO2"
"8151",8151,"MT-CO2"
"8152",8152,"MT-CO2"
"8153",8153,"MT-CO2"
"8154",8154,"MT-CO2"
"8155",8155,"MT-CO2"
"8156",8156,"MT-CO2"
"8157",8157,"MT-CO2"
"8158",8158,"MT-CO2"
"8159",8159,"MT-CO2"
"8160",8160,"MT-CO2"
"8161",8161,"MT-CO2"
"8162",8162,"MT-CO2"
"8163",8163,"MT-CO2"
"8164",8164,"MT-CO2"
"8165",8165,"MT-CO2"
"8166",8166,"MT-CO2"
"8167",8167,"MT-CO2"
"8168",8168,"MT-CO2"
"8169",8169,"MT-CO2"
"8170",8170,"MT-CO2"
"8171",8171,"MT-CO2"
"8172",8172,"MT-CO2"
"8173",8173,"MT-CO2"
"8174",8174,"MT-CO2"
"8175",8175,"MT-CO2"
"8176",8176,"MT-CO2"
"8177",8177,"MT-CO2"
"8178",8178,"MT-CO2"
"8179",8179,"MT-CO2"
"8180",8180,"MT-CO2"
"8181",8181,"MT-CO2"
"8182",8182,"MT-CO2"
"8183",8183,"MT-CO2"
"8184",8184,"MT-CO2"
"8185",8185,"MT-CO2"
"8186",8186,"MT-CO2"
"8187",8187,"MT-CO2"
"8188",8188,"MT-CO2"
"8189",8189,"MT-CO2"
"8190",8190,"MT-CO2"
"8191",8191,"MT-CO2"
"8192",8192,"MT-CO2"
"8193",8193,"MT-CO2"
"8194",8194,"MT-CO2"
"8195",8195,"MT-CO2"
"8196",8196,"MT-CO2"
"8197",8197,"MT-CO2"
"8198",8198,"MT-CO2"
"8199",8199,"MT-CO2"
"8200",8200,"MT-CO2"
"8201",8201,"MT-CO2"
"8202",8202,"MT-CO2"
"8203",8203,"MT-CO2"
"8204",8204,"MT-CO2"
"8205",8205,"MT-CO2"
"8206",8206,"MT-CO2"
"8207",8207,"MT-CO2"
"8208",8208,"MT-CO2"
"8209",8209,"MT-CO2"
"8210",8210,"MT-CO2"
"8211",8211,"MT-CO2"
"8212",8212,"MT-CO2"
"8213",8213,"MT-CO2"
"8214",8214,"MT-CO2"
"8215",8215,"MT-CO2"
"8216",8216,"MT-CO2"
"8217",8217,"MT-CO2"
"8218",8218,"MT-CO2"
"8219",8219,"MT-CO2"
"8220",8220,"MT-CO2"
"8221",8221,"MT-CO2"
"8222",8222,"MT-CO2"
"8223",8223,"MT-CO2"
"8224",8224,"MT-CO2"
"8225",8225,"MT-CO2"
"8226",8226,"MT-CO2"
"8227",8227,"MT-CO2"
"8228",8228,"MT-CO2"
"8229",8229,"MT-CO2"
"8230",8230,"MT-CO2"
"8231",8231,"MT-CO2"
"8232",8232,"MT-CO2"
"8233",8233,"MT-CO2"
"8234",8234,"MT-CO2"
"8235",8235,"MT-CO2"
"8236",8236,"MT-CO2"
"8237",8237,"MT-CO2"
"8238",8238,"MT-CO2"
"8239",8239,"MT-CO2"
"8240",8240,"MT-CO2"
"8241",8241,"MT-CO2"
"8242",8242,"MT-CO2"
"8243",8243,"MT-CO2"
"8244",8244,"MT-CO2"
"8245",8245,"MT-CO2"
"8246",8246,"MT-CO2"
"8247",8247,"MT-CO2"
"8248",8248,"MT-CO2"
"8249",8249,"MT-CO2"
"8250",8250,"MT-CO2"
"8251",8251,"MT-CO2"
"8252",8252,"MT-CO2"
"8253",8253,"MT-CO2"
"8254",8254,"MT-CO2"
"8255",8255,"MT-CO2"
"8256",8256,"MT-CO2"
"8257",8257,"MT-CO2"
"8258",8258,"MT-CO2"
"8259",8259,"MT-CO2"
"8260",8260,"MT-CO2"
"8261",8261,"MT-CO2"
"8262",8262,"MT-CO2"
"8263",8263,"MT-CO2"
"8264",8264,"MT-CO2"
"8265",8265,"MT-CO2"
"8266",8266,"MT-CO2"
"8267",8267,"MT-CO2"
"8268",8268,"MT-CO2"
"8269",8269,"MT-CO2"
"8270",8270,"None"
"8271",8271,"None"
"8272",8272,"None"
"8273",8273,"None"
"8274",8274,"None"
"8275",8275,"None"
"8276",8276,"None"
"8277",8277,"None"
"8278",8278,"None"
"8279",8279,"None"
"8280",8280,"None"
"8281",8281,"None"
"8282",8282,"None"
"8283",8283,"None"
"8284",8284,"None"
"8285",8285,"None"
"8286",8286,"None"
"8287",8287,"None"
"8288",8288,"None"
"8289",8289,"None"
"8290",8290,"None"
"8291",8291,"None"
"8292",8292,"None"
"8293",8293,"None"
"8294",8294,"None"
"8295",8295,"MT-TK"
"8296",8296,"MT-TK"
"8297",8297,"MT-TK"
"8298",8298,"MT-TK"
"8299",8299,"MT-TK"
"8300",8300,"MT-TK"
"8301",8301,"MT-TK"
"8302",8302,"MT-TK"
"8303",8303,"MT-TK"
"8304",8304,"MT-TK"
"8305",8305,"MT-TK"
"8306",8306,"MT-TK"
"8307",8307,"MT-TK"
"8308",8308,"MT-TK"
"8309",8309,"MT-TK"
"8310",8310,"MT-TK"
"8311",8311,"MT-TK"
"8312",8312,"MT-TK"
"8313",8313,"MT-TK"
"8314",8314,"MT-TK"
"8315",8315,"MT-TK"
"8316",8316,"MT-TK"
"8317",8317,"MT-TK"
"8318",8318,"MT-TK"
"8319",8319,"MT-TK"
"8320",8320,"MT-TK"
"8321",8321,"MT-TK"
"8322",8322,"MT-TK"
"8323",8323,"MT-TK"
"8324",8324,"MT-TK"
"8325",8325,"MT-TK"
"8326",8326,"MT-TK"
"8327",8327,"MT-TK"
"8328",8328,"MT-TK"
"8329",8329,"MT-TK"
"8330",8330,"MT-TK"
"8331",8331,"MT-TK"
"8332",8332,"MT-TK"
"8333",8333,"MT-TK"
"8334",8334,"MT-TK"
"8335",8335,"MT-TK"
"8336",8336,"MT-TK"
"8337",8337,"MT-TK"
"8338",8338,"MT-TK"
"8339",8339,"MT-TK"
"8340",8340,"MT-TK"
"8341",8341,"MT-TK"
"8342",8342,"MT-TK"
"8343",8343,"MT-TK"
"8344",8344,"MT-TK"
"8345",8345,"MT-TK"
"8346",8346,"MT-TK"
"8347",8347,"MT-TK"
"8348",8348,"MT-TK"
"8349",8349,"MT-TK"
"8350",8350,"MT-TK"
"8351",8351,"MT-TK"
"8352",8352,"MT-TK"
"8353",8353,"MT-TK"
"8354",8354,"MT-TK"
"8355",8355,"MT-TK"
"8356",8356,"MT-TK"
"8357",8357,"MT-TK"
"8358",8358,"MT-TK"
"8359",8359,"MT-TK"
"8360",8360,"MT-TK"
"8361",8361,"MT-TK"
"8362",8362,"MT-TK"
"8363",8363,"MT-TK"
"8364",8364,"MT-TK"
"8365",8365,"None"
"8366",8366,"MT-ATP8"
"8367",8367,"MT-ATP8"
"8368",8368,"MT-ATP8"
"8369",8369,"MT-ATP8"
"8370",8370,"MT-ATP8"
"8371",8371,"MT-ATP8"
"8372",8372,"MT-ATP8"
"8373",8373,"MT-ATP8"
"8374",8374,"MT-ATP8"
"8375",8375,"MT-ATP8"
"8376",8376,"MT-ATP8"
"8377",8377,"MT-ATP8"
"8378",8378,"MT-ATP8"
"8379",8379,"MT-ATP8"
"8380",8380,"MT-ATP8"
"8381",8381,"MT-ATP8"
"8382",8382,"MT-ATP8"
"8383",8383,"MT-ATP8"
"8384",8384,"MT-ATP8"
"8385",8385,"MT-ATP8"
"8386",8386,"MT-ATP8"
"8387",8387,"MT-ATP8"
"8388",8388,"MT-ATP8"
"8389",8389,"MT-ATP8"
"8390",8390,"MT-ATP8"
"8391",8391,"MT-ATP8"
"8392",8392,"MT-ATP8"
"8393",8393,"MT-ATP8"
"8394",8394,"MT-ATP8"
"8395",8395,"MT-ATP8"
"8396",8396,"MT-ATP8"
"8397",8397,"MT-ATP8"
"8398",8398,"MT-ATP8"
"8399",8399,"MT-ATP8"
"8400",8400,"MT-ATP8"
"8401",8401,"MT-ATP8"
"8402",8402,"MT-ATP8"
"8403",8403,"MT-ATP8"
"8404",8404,"MT-ATP8"
"8405",8405,"MT-ATP8"
"8406",8406,"MT-ATP8"
"8407",8407,"MT-ATP8"
"8408",8408,"MT-ATP8"
"8409",8409,"MT-ATP8"
"8410",8410,"MT-ATP8"
"8411",8411,"MT-ATP8"
"8412",8412,"MT-ATP8"
"8413",8413,"MT-ATP8"
"8414",8414,"MT-ATP8"
"8415",8415,"MT-ATP8"
"8416",8416,"MT-ATP8"
"8417",8417,"MT-ATP8"
"8418",8418,"MT-ATP8"
"8419",8419,"MT-ATP8"
"8420",8420,"MT-ATP8"
"8421",8421,"MT-ATP8"
"8422",8422,"MT-ATP8"
"8423",8423,"MT-ATP8"
"8424",8424,"MT-ATP8"
"8425",8425,"MT-ATP8"
"8426",8426,"MT-ATP8"
"8427",8427,"MT-ATP8"
"8428",8428,"MT-ATP8"
"8429",8429,"MT-ATP8"
"8430",8430,"MT-ATP8"
"8431",8431,"MT-ATP8"
"8432",8432,"MT-ATP8"
"8433",8433,"MT-ATP8"
"8434",8434,"MT-ATP8"
"8435",8435,"MT-ATP8"
"8436",8436,"MT-ATP8"
"8437",8437,"MT-ATP8"
"8438",8438,"MT-ATP8"
"8439",8439,"MT-ATP8"
"8440",8440,"MT-ATP8"
"8441",8441,"MT-ATP8"
"8442",8442,"MT-ATP8"
"8443",8443,"MT-ATP8"
"8444",8444,"MT-ATP8"
"8445",8445,"MT-ATP8"
"8446",8446,"MT-ATP8"
"8447",8447,"MT-ATP8"
"8448",8448,"MT-ATP8"
"8449",8449,"MT-ATP8"
"8450",8450,"MT-ATP8"
"8451",8451,"MT-ATP8"
"8452",8452,"MT-ATP8"
"8453",8453,"MT-ATP8"
"8454",8454,"MT-ATP8"
"8455",8455,"MT-ATP8"
"8456",8456,"MT-ATP8"
"8457",8457,"MT-ATP8"
"8458",8458,"MT-ATP8"
"8459",8459,"MT-ATP8"
"8460",8460,"MT-ATP8"
"8461",8461,"MT-ATP8"
"8462",8462,"MT-ATP8"
"8463",8463,"MT-ATP8"
"8464",8464,"MT-ATP8"
"8465",8465,"MT-ATP8"
"8466",8466,"MT-ATP8"
"8467",8467,"MT-ATP8"
"8468",8468,"MT-ATP8"
"8469",8469,"MT-ATP8"
"8470",8470,"MT-ATP8"
"8471",8471,"MT-ATP8"
"8472",8472,"MT-ATP8"
"8473",8473,"MT-ATP8"
"8474",8474,"MT-ATP8"
"8475",8475,"MT-ATP8"
"8476",8476,"MT-ATP8"
"8477",8477,"MT-ATP8"
"8478",8478,"MT-ATP8"
"8479",8479,"MT-ATP8"
"8480",8480,"MT-ATP8"
"8481",8481,"MT-ATP8"
"8482",8482,"MT-ATP8"
"8483",8483,"MT-ATP8"
"8484",8484,"MT-ATP8"
"8485",8485,"MT-ATP8"
"8486",8486,"MT-ATP8"
"8487",8487,"MT-ATP8"
"8488",8488,"MT-ATP8"
"8489",8489,"MT-ATP8"
"8490",8490,"MT-ATP8"
"8491",8491,"MT-ATP8"
"8492",8492,"MT-ATP8"
"8493",8493,"MT-ATP8"
"8494",8494,"MT-ATP8"
"8495",8495,"MT-ATP8"
"8496",8496,"MT-ATP8"
"8497",8497,"MT-ATP8"
"8498",8498,"MT-ATP8"
"8499",8499,"MT-ATP8"
"8500",8500,"MT-ATP8"
"8501",8501,"MT-ATP8"
"8502",8502,"MT-ATP8"
"8503",8503,"MT-ATP8"
"8504",8504,"MT-ATP8"
"8505",8505,"MT-ATP8"
"8506",8506,"MT-ATP8"
"8507",8507,"MT-ATP8"
"8508",8508,"MT-ATP8"
"8509",8509,"MT-ATP8"
"8510",8510,"MT-ATP8"
"8511",8511,"MT-ATP8"
"8512",8512,"MT-ATP8"
"8513",8513,"MT-ATP8"
"8514",8514,"MT-ATP8"
"8515",8515,"MT-ATP8"
"8516",8516,"MT-ATP8"
"8517",8517,"MT-ATP8"
"8518",8518,"MT-ATP8"
"8519",8519,"MT-ATP8"
"8520",8520,"MT-ATP8"
"8521",8521,"MT-ATP8"
"8522",8522,"MT-ATP8"
"8523",8523,"MT-ATP8"
"8524",8524,"MT-ATP8"
"8525",8525,"MT-ATP8"
"8526",8526,"MT-ATP8"
"8527",8527,"MT-ATP8"
"8528",8528,"MT-ATP8"
"8529",8529,"MT-ATP8"
"8530",8530,"MT-ATP8"
"8531",8531,"MT-ATP8"
"8532",8532,"MT-ATP8"
"8533",8533,"MT-ATP8"
"8534",8534,"MT-ATP8"
"8535",8535,"MT-ATP8"
"8536",8536,"MT-ATP8"
"8537",8537,"MT-ATP8"
"8538",8538,"MT-ATP8"
"8539",8539,"MT-ATP8"
"8540",8540,"MT-ATP8"
"8541",8541,"MT-ATP8"
"8542",8542,"MT-ATP8"
"8543",8543,"MT-ATP8"
"8544",8544,"MT-ATP8"
"8545",8545,"MT-ATP8"
"8546",8546,"MT-ATP8"
"8547",8547,"MT-ATP8"
"8548",8548,"MT-ATP8"
"8549",8549,"MT-ATP8"
"8550",8550,"MT-ATP8"
"8551",8551,"MT-ATP8"
"8552",8552,"MT-ATP8"
"8553",8553,"MT-ATP8"
"8554",8554,"MT-ATP8"
"8555",8555,"MT-ATP8"
"8556",8556,"MT-ATP8"
"8557",8557,"MT-ATP8"
"8558",8558,"MT-ATP8"
"8559",8559,"MT-ATP8"
"8560",8560,"MT-ATP8"
"8561",8561,"MT-ATP8"
"8562",8562,"MT-ATP8"
"8563",8563,"MT-ATP8"
"8564",8564,"MT-ATP8"
"8565",8565,"MT-ATP8"
"8566",8566,"MT-ATP8"
"8567",8567,"MT-ATP8"
"8568",8568,"MT-ATP8"
"8569",8569,"MT-ATP8"
"8570",8570,"MT-ATP8"
"8571",8571,"MT-ATP8"
"8572",8572,"MT-ATP8"
"8573",8573,"MT-ATP6"
"8574",8574,"MT-ATP6"
"8575",8575,"MT-ATP6"
"8576",8576,"MT-ATP6"
"8577",8577,"MT-ATP6"
"8578",8578,"MT-ATP6"
"8579",8579,"MT-ATP6"
"8580",8580,"MT-ATP6"
"8581",8581,"MT-ATP6"
"8582",8582,"MT-ATP6"
"8583",8583,"MT-ATP6"
"8584",8584,"MT-ATP6"
"8585",8585,"MT-ATP6"
"8586",8586,"MT-ATP6"
"8587",8587,"MT-ATP6"
"8588",8588,"MT-ATP6"
"8589",8589,"MT-ATP6"
"8590",8590,"MT-ATP6"
"8591",8591,"MT-ATP6"
"8592",8592,"MT-ATP6"
"8593",8593,"MT-ATP6"
"8594",8594,"MT-ATP6"
"8595",8595,"MT-ATP6"
"8596",8596,"MT-ATP6"
"8597",8597,"MT-ATP6"
"8598",8598,"MT-ATP6"
"8599",8599,"MT-ATP6"
"8600",8600,"MT-ATP6"
"8601",8601,"MT-ATP6"
"8602",8602,"MT-ATP6"
"8603",8603,"MT-ATP6"
"8604",8604,"MT-ATP6"
"8605",8605,"MT-ATP6"
"8606",8606,"MT-ATP6"
"8607",8607,"MT-ATP6"
"8608",8608,"MT-ATP6"
"8609",8609,"MT-ATP6"
"8610",8610,"MT-ATP6"
"8611",8611,"MT-ATP6"
"8612",8612,"MT-ATP6"
"8613",8613,"MT-ATP6"
"8614",8614,"MT-ATP6"
"8615",8615,"MT-ATP6"
"8616",8616,"MT-ATP6"
"8617",8617,"MT-ATP6"
"8618",8618,"MT-ATP6"
"8619",8619,"MT-ATP6"
"8620",8620,"MT-ATP6"
"8621",8621,"MT-ATP6"
"8622",8622,"MT-ATP6"
"8623",8623,"MT-ATP6"
"8624",8624,"MT-ATP6"
"8625",8625,"MT-ATP6"
"8626",8626,"MT-ATP6"
"8627",8627,"MT-ATP6"
"8628",8628,"MT-ATP6"
"8629",8629,"MT-ATP6"
"8630",8630,"MT-ATP6"
"8631",8631,"MT-ATP6"
"8632",8632,"MT-ATP6"
"8633",8633,"MT-ATP6"
"8634",8634,"MT-ATP6"
"8635",8635,"MT-ATP6"
"8636",8636,"MT-ATP6"
"8637",8637,"MT-ATP6"
"8638",8638,"MT-ATP6"
"8639",8639,"MT-ATP6"
"8640",8640,"MT-ATP6"
"8641",8641,"MT-ATP6"
"8642",8642,"MT-ATP6"
"8643",8643,"MT-ATP6"
"8644",8644,"MT-ATP6"
"8645",8645,"MT-ATP6"
"8646",8646,"MT-ATP6"
"8647",8647,"MT-ATP6"
"8648",8648,"MT-ATP6"
"8649",8649,"MT-ATP6"
"8650",8650,"MT-ATP6"
"8651",8651,"MT-ATP6"
"8652",8652,"MT-ATP6"
"8653",8653,"MT-ATP6"
"8654",8654,"MT-ATP6"
"8655",8655,"MT-ATP6"
"8656",8656,"MT-ATP6"
"8657",8657,"MT-ATP6"
"8658",8658,"MT-ATP6"
"8659",8659,"MT-ATP6"
"8660",8660,"MT-ATP6"
"8661",8661,"MT-ATP6"
"8662",8662,"MT-ATP6"
"8663",8663,"MT-ATP6"
"8664",8664,"MT-ATP6"
"8665",8665,"MT-ATP6"
"8666",8666,"MT-ATP6"
