pos	first	median	third
8688	0	1	2
8689	0	1	2
8690	0	1	2
8691	0	1	2
8692	0	1	2
8693	0	1	2
8694	0	1	2
8695	0	1	2
8696	0	1	2
8697	0	1	2
8698	0	1	2
8699	0	1	2
8700	0	1	2
8701	0	1	2
8702	0	1	2
8703	0	1	2
8704	0	1	2
8705	0	1	2
8706	0	1	2
8707	0	1	2
8708	0	1	2
8709	0	1	2
8710	0	1	2
8711	0	1	2
8712	0	1	3
8713	0	1	2
8714	0	1	3
8715	0	1	3
8716	0	1	3
8717	0	1	3
8718	0	1	3
8719	0	1	3
8720	0	1	3
8721	0	1	3
8722	0	1	3
8723	0	1	3
8724	0	1	3
8725	0	1	3
8726	0	1	3
8727	0	1	3
8728	0	1	3
8729	0	1	3
8730	0	1	3
8731	0	1	3
8732	0	1	3
8733	0	1	3
8734	0	1	3
8735	0	1	3
8736	0	1	3
8737	0	1	3
8738	0	1	3
8739	0	1	3
8740	0	1	3
8741	0	1	3
8742	0	1	3
8743	0	1	3
8744	0	1	3
8745	0	1	3
8746	0	1	3
8747	0	1	3
8748	0	1	3
8749	0	1	3
8750	0	1	3
8751	0	1	3
8752	0	1	3
8753	0	1	3
8754	0	1	3
8755	0	1	3
8756	0	1	3
8757	0	1	3
8758	0	1	3
8759	0	1	3
8760	0	1	3
8761	0	1	3
8762	0	1	3
8763	0	1	3
8764	0	1	3
8765	0	1	3
8766	0	1	3
8767	0	1	3
8768	0	1	3
8769	0	1	3
8770	0	1	3
8771	0	1	3
8772	0	1	3
8773	0	1	3
8774	0	1	3
8775	0	1	3
8776	0	1	3
8777	0	1	3
8778	0	1	3
8779	0	1	3
8780	0	1	3
8781	0	1	3
8782	0	1	3
8783	0	1	3
8784	0	1	3
8785	0	1	3
8786	0	1	3
8787	0	1	3
8788	0	1	3
8789	0	1	3
8790	0	1	3
8791	0	1	3
8792	0	1	3
8793	0	1	3
8794	0	1	3
8795	0	1	3
8796	0	1	3
8797	0	1	3
8798	0	1	3
8799	0	1	3
8800	0	1	3
8801	0	1	3
8802	0	1	3
8803	0	1	3
8804	0	1	3
8805	0	1	2
8806	0	1	3
8807	0	1	2
8808	0	1	2
8809	0	1	2
8810	0	1	2
8811	0	1	2
8812	0	1	2
8813	0	1	2
8814	0	1	2
8815	0	1	2
8816	0	1	2
8817	0	1	2
8818	0	1	2
8819	0	1	2
8820	0	1	2
8821	0	1	2
8822	0	1	2
8823	0	1	2
8824	0	1	2
8825	0	1	2
8826	0	1	2
8827	0	1	2
8828	0	1	2
8829	0	1	2
8830	0	1	2
8831	0	1	2
8832	0	1	2
8833	0	1	2
8834	0	1	2
8835	0	1	3
8836	0	1	3
8837	0	1	3
8838	0	1	3
8839	0	1	2
8840	0	1	3
8841	0	1	3
8842	0	1	3
8843	0	1	3
8844	0	1	3
8845	0	1	3
8846	0	1	3
8847	0	1	3
8848	0	1	2
8849	0	0	2
8850	0	0	2
8851	0	0	2
8852	0	1	3
8853	0	1	3
8854	0	1	3
8855	0	1	3
8856	0	1	3
8857	0	1	3
8858	0	1	4
8859	0	1	4
8860	0	1	4
8861	0	1	5
8862	0	1	5
8863	0	2	6
8864	0	2	6
8865	0	2	6
8866	0	2	6
8867	0	2	7
8868	0	2	7
8869	1	2	8
8870	1	2	9
8871	1	3	9
8872	1	3	9
8873	1	3	9
8874	1	3	10
8875	1	3	11
8876	1	3	11
8877	1	4	12
8878	1	4	12
8879	1	4	12
8880	1	4	13
8881	1	4	13
8882	1	4	14
8883	1	5	14
8884	1	5	15
8885	1	5	15
8886	2	5	16
8887	2	5	17
8888	2	6	17
8889	2	6	18
8890	2	6	19
8891	2	6	19
8892	2	6	20
8893	2	7	20
8894	2	7	20
8895	2	7	21
8896	2	7	20
8897	2	7	22
8898	2	7	22
8899	3	8	23
8900	3	8	24
8901	3	8	24
8902	3	8	24
8903	3	8	25
8904	3	9	26
8905	3	9	27
8906	3	9	27
8907	3	9	28
8908	3	9	27
8909	3	9	28
8910	4	10	30
8911	4	10	30
8912	4	10	31
8913	4	10	32
8914	4	11	33
8915	4	11	33
8916	4	12	35
8917	4	12	36
8918	4	12	36
8919	4	12	36
8920	5	12	36
8921	5	12	36
8922	5	13	40
8923	5	13	40
8924	5	14	41
8925	5	13	41
8926	5	14	42
8927	5	14	42
8928	5	14	43
8929	5	14	44
8930	6	15	45
8931	5	14	45
8932	6	16	46
8933	6	15	46
8934	6	16	47
8935	6	16	48
8936	6	16	48
8937	6	16	48
8938	6	17	50
8939	6	17	50
8940	6	17	51
8941	6	17	52
8942	7	18	52
8943	7	18	54
8944	7	18	54
8945	7	18	54
8946	7	18	55
8947	7	19	56
8948	7	19	56
8949	7	18	56
8950	7	19	56
8951	7	19	56
8952	7	19	57
8953	7	19	58
8954	7	20	58
8955	7	20	58
8956	8	21	63
8957	8	22	63
8958	8	22	65
8959	8	23	66
8960	8	23	67
8961	8	23	67
8962	8	22	68
8963	9	24	68
8964	9	24	69
8965	9	24	71
8966	9	24	69
8967	9	25	70
8968	9	24	71
8969	9	25	70
8970	9	25	71
8971	9	25	71
8972	9	25	72
8973	9	26	74
8974	9	26	75
8975	9	26	73
8976	9	26	75
8977	9	27	77
8978	9	27	76
8979	9	27	75
8980	10	28	78
8981	10	28	80
8982	9	27	80
8983	10	28	80
8984	10	29	80
8985	10	29	82
8986	10	29	81
8987	10	29	81
8988	10	29	81
8989	10	28	78
8990	10	29	80
8991	10	29	81
8992	10	30	82
8993	10	30	83
8994	10	29	81
8995	10	29	79
8996	10	30	82
8997	10	30	83
8998	10	30	83
8999	10	31	85
9000	10	31	84
9001	10	31	85
9002	10	30	83
9003	10	31	83
9004	11	31	85
9005	10	31	85
9006	10	31	84
9007	10	30	85
9008	10	31	84
9009	10	32	84
9010	10	32	85
9011	11	32	86
9012	10	32	85
9013	10	32	85
9014	10	31	84
9015	10	32	85
9016	10	31	85
9017	10	31	83
9018	10	31	82
9019	10	31	84
9020	10	32	85
9021	10	31	83
9022	10	31	82
9023	10	31	83
9024	10	31	83
9025	10	30	81
9026	10	30	79
9027	10	31	81
9028	10	31	82
9029	9	29	82
9030	10	31	82
9031	10	31	81
9032	10	30	80
9033	9	30	81
9034	10	31	81
9035	9	30	79
9036	9	30	80
9037	9	29	80
9038	9	29	78
9039	9	29	78
9040	9	29	78
9041	9	28	78
9042	9	29	78
9043	9	29	77
9044	9	29	77
9045	9	29	76
9046	9	29	75
9047	8	28	74
9048	8	27	71
9049	8	27	72
9050	8	27	70
9051	8	27	70
9052	8	26	69
9053	8	27	69
9054	8	27	70
9055	8	26	69
9056	8	26	68
9057	8	26	68
9058	7	24	67
9059	8	26	67
9060	7	25	65
9061	7	25	65
9062	7	24	64
9063	7	25	64
9064	7	24	64
9065	7	24	64
9066	7	24	64
9067	7	23	62
9068	7	23	61
9069	7	23	61
9070	7	23	59
9071	7	23	60
9072	6	22	58
9073	6	21	58
9074	6	22	57
9075	6	22	57
9076	6	21	57
9077	6	20	54
9078	6	20	53
9079	6	21	55
9080	6	20	54
9081	6	20	53
9082	6	19	51
9083	5	18	49
9084	5	18	47
9085	5	18	48
9086	5	17	47
9087	5	17	47
9088	5	17	46
9089	5	17	46
9090	5	17	45
9091	5	16	45
9092	5	16	45
9093	5	16	44
9094	5	16	43
9095	4	14	39
9096	4	14	38
9097	4	14	40
9098	4	14	38
9099	4	14	39
9100	4	14	38
9101	4	13	36
9102	4	13	36
9103	3	12	34
9104	3	12	34
9105	3	12	35
9106	3	12	34
9107	3	12	33
9108	3	11	33
9109	3	11	32
9110	3	11	31
9111	3	10	30
9112	3	10	30
9113	3	10	30
9114	3	10	30
9115	3	10	29
9116	3	9	28
9117	2	9	26
9118	2	9	26
9119	2	9	26
9120	2	8	26
9121	2	8	25
9122	2	8	24
9123	2	8	24
9124	2	7	23
9125	2	7	23
9126	2	7	22
9127	2	7	23
9128	2	7	21
9129	2	7	21
9130	2	6	20
9131	2	6	20
9132	1	6	20
9133	1	6	19
9134	1	6	19
9135	1	5	18
9136	1	5	18
9137	1	5	17
9138	1	5	16
9139	1	5	16
9140	1	5	16
9141	1	4	15
9142	1	4	15
9143	1	4	14
9144	1	4	14
9145	1	4	14
9146	1	4	13
9147	1	4	13
9148	1	4	12
9149	1	3	12
9150	1	3	12
9151	1	3	12
9152	1	3	11
9153	1	3	11
9154	1	3	10
9155	1	3	10
9156	1	3	10
9157	0	3	9
9158	0	3	9
9159	0	3	9
9160	0	2	9
9161	0	2	9
9162	0	2	8
9163	0	2	8
9164	0	2	7
9165	0	2	7
9166	0	2	7
9167	0	2	7
9168	0	2	6
9169	0	2	6
9170	0	2	6
9171	0	2	6
9172	0	2	6
9173	0	1	5
9174	0	1	5
9175	0	1	5
9176	0	1	5
9177	0	1	5
9178	0	1	5
9179	0	1	5
9180	0	1	4
9181	0	1	4
9182	0	1	4
9183	0	1	4
9184	0	1	4
9185	0	1	4
9186	0	1	3
9187	0	1	3
9188	0	1	3
9189	0	1	3
9190	0	1	3
9191	0	1	3
9192	0	1	3
9193	0	1	3
9194	0	1	2
9195	0	0	2
9196	0	0	2
9197	0	0	2
9198	0	0	2
9199	0	0	2
9200	0	0	2
9201	0	0	1
9202	0	0	1
9203	0	0	1
9204	0	0	1
9205	0	0	1
9206	0	0	1
9207	0	0	2
9208	0	0	2
9209	0	0	2
9210	0	0	2
9211	0	0	2
9212	0	0	2
9213	0	0	2
9214	0	0	2
9215	0	0	2
9216	0	0	2
9217	0	0	2
9218	0	0	2
9219	0	0	2
9220	0	0	2
9221	0	0	2
9222	0	0	2
9223	0	0	2
9224	0	0	2
9225	0	0	2
9226	0	0	2
9227	0	0	2
9228	0	0	2
9229	0	0	2
9230	0	0	2
9231	0	0	2
9232	0	0	2
9233	0	0	2
9234	0	0	2
9235	0	0	2
9236	0	0	2
9237	0	0	2
9238	0	0	2
9239	0	0	2
9240	0	0	2
9241	0	0	2
9242	0	0	2
9243	0	0	2
9244	0	0	2
9245	0	0	2
9246	0	0	2
9247	0	0	2
9248	0	0	2
9249	0	0	2
9250	0	0	2
9251	0	0	2
9252	0	0	2
9253	0	0	2
9254	0	0	2
9255	0	1	2
9256	0	0	2
9257	0	1	2
9258	0	1	2
9259	0	1	2
9260	0	1	2
9261	0	1	2
9262	0	1	2
9263	0	1	2
9264	0	1	2
9265	0	1	2
9266	0	1	2
9267	0	1	2
9268	0	1	2
9269	0	0	2
9270	0	0	2
9271	0	0	2
9272	0	0	2
9273	0	0	2
9274	0	0	2
9275	0	0	2
9276	0	0	2
9277	0	0	2
9278	0	0	2
9279	0	0	2
9280	0	0	2
9281	0	0	2
9282	0	0	2
9283	0	0	2
9284	0	0	2
9285	0	0	2
9286	0	0	2
9287	0	0	2
9288	0	0	2
9289	0	0	2
9290	0	0	2
9291	0	0	2
9292	0	0	2
9293	0	0	2
9294	0	0	2
9295	0	0	2
9296	0	0	2
9297	0	0	2
9298	0	0	2
9299	0	0	2
9300	0	0	2
9301	0	0	2
9302	0	0	2
9303	0	0	1
9304	0	0	1
9305	0	0	1
9306	0	0	1
9307	0	0	1
9308	0	0	1
9309	0	0	1
9310	0	0	1
9311	0	0	1
9312	0	0	1
9313	0	0	1
9314	0	0	1
9315	0	0	1
9316	0	0	1
9317	0	0	1
9318	0	0	1
9319	0	0	1
9320	0	0	1
9321	0	0	1
9322	0	0	1
9323	0	0	1
9324	0	0	1
9325	0	0	1
9326	0	0	1
9327	0	0	1
9328	0	0	1
9329	0	0	1
9330	0	0	1
9331	0	0	1
9332	0	0	1
9333	0	0	1
9334	0	0	1
9335	0	0	1
9336	0	0	1
9337	0	0	1
9338	0	0	1
9339	0	0	1
9340	0	0	1
9341	0	0	1
9342	0	0	1
9343	0	0	1
9344	0	0	1
9345	0	0	2
9346	0	0	2
9347	0	0	2
9348	0	0	2
9349	0	0	2
9350	0	0	2
9351	0	0	2
9352	0	0	2
9353	0	0	2
9354	0	0	2
9355	0	0	2
9356	0	0	2
9357	0	0	2
9358	0	0	2
9359	0	0	2
9360	0	0	2
9361	0	0	2
9362	0	0	2
9363	0	0	2
9364	0	0	2
9365	0	0	2
9366	0	0	2
9367	0	0	2
9368	0	0	2
9369	0	0	2
9370	0	1	2
9371	0	1	2
9372	0	1	2
9373	0	1	2
9374	0	1	2
9375	0	1	2
9376	0	1	2
9377	0	1	2
9378	0	1	2
9379	0	1	2
9380	0	1	2
9381	0	1	2
9382	0	1	2
9383	0	1	2
9384	0	1	2
9385	0	1	2
9386	0	1	2
9387	0	1	2
9388	0	1	2
9389	0	1	2
9390	0	1	2
9391	0	1	2
9392	0	1	2
9393	0	1	2
9394	0	1	2
9395	0	1	2
9396	0	1	2
9397	0	1	2
9398	0	1	2
9399	0	1	2
9400	0	1	2
9401	0	1	2
9402	0	1	2
9403	0	1	2
9404	0	1	2
9405	0	1	2
9406	0	1	2
9407	0	1	3
9408	0	1	2
9409	0	1	3
9410	0	1	2
9411	0	1	3
9412	0	1	3
9413	0	1	3
9414	0	1	3
9415	0	1	3
9416	0	1	3
9417	0	1	3
9418	0	1	3
9419	0	1	3
9420	0	1	3
9421	0	1	3
9422	0	1	3
9423	0	1	3
9424	0	1	3
9425	0	1	3
9426	0	1	3
9427	0	1	3
9428	0	1	3
9429	0	1	3
9430	0	1	3
9431	0	1	3
9432	0	1	3
9433	0	1	3
9434	0	1	3
9435	0	1	3
9436	0	1	3
9437	0	1	3
9438	0	1	3
9439	0	1	3
9440	0	1	3
9441	0	1	3
9442	0	1	3
9443	0	1	3
9444	0	1	3
9445	0	1	3
9446	0	1	3
9447	0	1	3
9448	0	1	3
9449	0	1	3
9450	0	1	3
9451	0	1	3
9452	0	1	3
9453	0	1	3
9454	0	1	3
9455	0	1	3
9456	0	1	3
9457	0	1	3
9458	0	1	3
9459	0	1	3
9460	0	1	3
9461	0	1	3
9462	0	1	3
9463	0	1	3
9464	0	1	3
9465	0	1	3
9466	0	1	3
9467	0	1	3
9468	0	1	3
9469	0	1	3
9470	0	1	3
9471	0	1	3
9472	0	1	3
9473	0	1	3
9474	0	1	3
9475	0	1	3
9476	0	1	3
9477	0	1	3
9478	0	1	3
9479	0	1	3
9480	0	1	3
9481	0	1	3
9482	0	1	3
9483	0	1	3
9484	0	1	3
9485	0	1	3
9486	0	1	3
9487	0	1	3
9488	0	1	3
9489	0	1	3
9490	0	1	3
9491	0	1	3
9492	0	1	3
9493	0	1	3
9494	0	1	4
9495	0	1	3
9496	0	1	4
9497	0	1	4
9498	0	1	4
9499	0	1	4
9500	0	1	4
9501	0	1	4
9502	0	1	4
9503	0	1	3
9504	0	1	4
9505	0	1	4
9506	0	1	4
9507	0	1	4
9508	0	1	4
9509	0	1	4
9510	0	1	4
9511	0	1	4
9512	0	1	4
9513	0	1	4
9514	0	1	4
9515	0	1	4
9516	0	1	4
9517	0	1	4
9518	0	1	4
9519	0	1	4
9520	0	1	4
9521	0	1	4
9522	0	1	4
9523	0	1	4
9524	0	1	4
9525	0	1	4
9526	0	1	4
9527	0	1	4
9528	0	1	4
9529	0	1	4
9530	0	1	4
9531	0	1	4
9532	0	1	4
9533	0	1	4
9534	0	1	4
9535	0	1	4
9536	0	1	4
9537	0	1	4
9538	0	1	4
9539	0	1	4
9540	0	1	4
9541	0	1	4
9542	0	1	4
9543	0	1	4
9544	0	1	4
9545	0	1	4
9546	0	1	4
9547	0	1	5
9548	0	1	5
9549	0	1	5
9550	0	1	4
9551	0	2	5
9552	0	1	5
9553	0	1	5
9554	0	2	5
9555	0	2	5
9556	0	2	5
9557	0	2	5
9558	0	2	6
9559	0	2	6
9560	0	2	5
9561	0	2	6
9562	0	2	6
9563	0	2	6
9564	0	2	6
9565	0	2	6
9566	0	2	6
9567	0	2	6
9568	0	2	6
9569	0	2	6
9570	0	2	6
9571	0	2	7
9572	0	2	7
9573	0	2	7
9574	1	2	7
9575	0	2	7
9576	1	2	7
9577	0	2	7
9578	1	2	7
9579	1	2	7
9580	1	2	7
9581	1	2	7
9582	1	2	7
9583	1	2	7
9584	1	2	8
9585	1	2	8
9586	1	2	8
9587	1	2	8
9588	1	2	8
9589	1	2	8
9590	1	2	8
9591	1	3	8
9592	1	3	9
9593	1	3	9
9594	1	3	9
9595	1	3	9
9596	1	3	9
9597	1	3	10
9598	1	3	9
9599	1	3	10
9600	1	3	10
9601	1	3	10
9602	1	3	10
9603	1	3	10
9604	1	3	10
9605	1	3	11
9606	1	3	11
9607	1	3	11
9608	1	3	11
9609	1	3	11
9610	1	3	11
9611	1	3	11
9612	1	4	11
9613	1	4	12
9614	1	4	12
9615	1	4	12
9616	1	4	12
9617	1	4	12
9618	1	4	13
9619	1	4	13
9620	1	4	13
9621	1	4	13
9622	1	4	13
9623	1	4	14
9624	1	4	14
9625	1	5	14
9626	1	5	14
9627	2	5	15
9628	2	5	15
9629	2	5	15
9630	2	5	15
9631	2	5	15
9632	2	5	16
9633	2	5	16
9634	2	5	17
9635	2	5	17
9636	2	5	17
9637	2	6	17
9638	2	6	18
9639	2	6	18
9640	2	6	18
9641	2	6	18
9642	2	6	19
9643	2	6	18
9644	2	6	18
9645	2	6	19
9646	2	7	20
9647	2	7	20
9648	2	7	20
9649	2	7	20
9650	2	7	21
9651	2	7	21
9652	2	7	21
9653	2	7	22
9654	2	7	21
9655	3	7	22
9656	3	7	22
9657	3	8	23
9658	3	8	24
9659	3	8	24
9660	3	8	24
9661	3	9	25
9662	3	9	26
9663	3	9	25
9664	3	9	26
9665	3	9	27
9666	3	9	27
9667	3	9	27
9668	3	10	28
9669	3	10	28
9670	3	10	29
9671	4	11	31
9672	4	11	31
9673	4	11	32
9674	4	11	31
9675	4	11	32
9676	4	11	32
9677	4	12	33
9678	4	12	33
9679	5	13	37
9680	5	13	37
9681	5	13	37
9682	5	14	37
9683	5	14	38
9684	5	14	38
9685	5	14	39
9686	5	14	39
9687	5	15	40
9688	5	15	40
9689	5	15	40
9690	5	15	40
9691	5	15	41
9692	5	15	41
9693	5	15	42
9694	5	15	40
9695	6	16	42
9696	6	16	43
9697	5	16	41
9698	5	16	42
9699	6	16	44
9700	6	16	43
9701	6	17	44
9702	6	17	46
9703	6	18	48
9704	6	18	48
9705	6	18	48
9706	6	18	48
9707	6	18	47
9708	6	19	48
9709	7	19	50
9710	7	20	51
9711	7	20	51
9712	7	20	51
9713	7	20	51
9714	7	20	50
9715	7	20	51
9716	7	20	52
9717	7	22	55
9718	7	22	56
9719	8	23	59
9720	8	23	59
9721	8	24	60
9722	8	24	60
9723	8	23	59
9724	8	24	60
9725	8	25	62
9726	8	24	61
9727	8	24	61
9728	8	23	60
9729	8	26	64
9730	8	26	64
9731	8	26	65
9732	8	26	66
9733	9	27	67
9734	9	27	68
9735	9	28	69
9736	9	27	69
9737	9	27	68
9738	8	26	65
9739	9	29	71
9740	9	29	71
9741	9	29	72
9742	9	29	73
9743	9	29	74
9744	9	29	73
9745	9	29	72
9746	9	30	73
9747	9	30	73
9748	9	30	74
9749	10	31	77
9750	10	31	76
9751	10	31	77
9752	10	32	78
9753	10	32	77
9754	10	32	78
9755	10	33	79
9756	10	33	78
9757	10	34	81
9758	10	33	80
9759	10	34	81
9760	10	33	81
9761	11	35	83
9762	10	34	82
9763	10	34	82
9764	11	35	84
9765	10	33	83
9766	11	36	85
9767	11	35	84
9768	11	37	86
9769	11	37	87
9770	11	36	85
9771	11	37	85
9772	11	37	87
9773	11	37	86
9774	11	37	86
9775	10	34	84
9776	11	38	88
9777	11	37	86
9778	11	37	85
9779	11	38	89
9780	11	38	89
9781	11	38	89
9782	11	39	90
9783	11	39	90
9784	11	38	88
9785	11	39	90
9786	11	38	87
9787	11	37	86
9788	11	39	89
9789	11	38	86
9790	11	40	91
9791	11	40	93
9792	11	39	92
9793	11	41	94
9794	12	43	98
9795	12	42	96
9796	12	43	95
9797	11	42	94
9798	11	42	95
9799	11	42	95
9800	11	43	95
9801	11	42	94
9802	12	44	99
9803	12	44	98
9804	11	43	95
9805	12	43	96
9806	12	44	97
9807	11	43	96
9808	12	45	99
9809	11	43	96
9810	11	42	93
9811	11	41	91
9812	11	43	95
9813	11	41	92
9814	11	42	92
9815	11	42	93
9816	11	42	94
9817	11	42	93
9818	11	43	96
9819	11	41	92
9820	11	41	91
9821	10	40	88
9822	11	42	93
9823	10	40	90
9824	10	41	90
9825	11	41	91
9826	10	40	90
9827	11	41	92
9828	10	41	90
9829	10	40	90
9830	10	40	90
9831	10	40	88
9832	10	38	85
9833	10	38	85
9834	10	39	87
9835	10	38	86
9836	10	38	85
9837	9	37	83
9838	9	37	82
9839	10	39	86
9840	10	38	85
9841	10	38	86
9842	9	37	84
9843	9	37	82
9844	9	37	83
9845	9	36	81
9846	9	35	79
9847	9	35	80
9848	9	34	78
9849	8	34	77
9850	8	34	76
9851	8	33	76
9852	8	32	75
9853	8	33	75
9854	8	31	72
9855	8	32	74
9856	8	31	72
9857	8	31	72
9858	8	31	71
9859	7	30	68
9860	7	30	69
9861	7	29	67
9862	7	29	67
9863	7	29	67
9864	7	28	66
9865	7	28	65
9866	7	27	64
9867	7	27	63
9868	6	26	62
9869	6	26	62
9870	6	26	62
9871	6	25	61
9872	6	25	61
9873	6	25	61
9874	6	25	60
9875	6	24	59
9876	6	24	59
9877	6	23	57
9878	6	23	57
9879	6	22	55
9880	5	22	53
9881	5	22	53
9882	5	21	52
9883	5	21	52
9884	5	21	52
9885	5	20	49
9886	4	19	47
9887	4	19	47
9888	4	19	47
9889	4	18	46
9890	4	18	46
9891	4	18	45
9892	4	17	43
9893	4	17	43
9894	4	16	43
9895	4	16	41
9896	4	15	40
9897	3	15	39
9898	3	14	39
9899	3	14	37
9900	3	13	36
9901	3	13	37
9902	3	13	36
9903	3	13	34
9904	3	12	33
9905	3	12	33
9906	3	11	31
9907	3	11	31
9908	3	11	31
9909	3	11	30
9910	2	11	30
9911	2	11	30
9912	2	10	29
9913	2	10	29
9914	2	10	29
9915	2	9	27
9916	2	9	27
9917	2	9	26
9918	2	9	25
9919	2	8	25
9920	2	8	23
9921	2	8	22
9922	2	7	22
9923	2	7	22
9924	2	7	21
9925	2	7	21
9926	2	7	20
9927	2	7	20
9928	2	7	20
9929	1	6	19
9930	1	6	17
9931	1	5	17
9932	1	5	16
9933	1	5	16
9934	1	5	15
9935	1	5	14
9936	1	4	13
9937	1	4	13
9938	1	4	13
9939	1	4	13
9940	1	4	13
9941	1	4	13
9942	1	4	12
9943	1	4	12
9944	1	3	11
9945	1	3	11
9946	1	3	11
9947	1	3	11
9948	1	3	10
9949	1	3	10
9950	1	3	9
9951	0	3	9
9952	0	3	9
9953	0	3	9
9954	0	3	8
9955	0	2	8
9956	0	2	8
9957	0	2	8
9958	0	2	7
9959	0	2	7
9960	0	2	7
9961	0	2	7
9962	0	2	7
9963	0	2	7
9964	0	2	6
9965	0	2	6
9966	0	1	5
9967	0	1	5
9968	0	1	5
9969	0	1	5
9970	0	1	5
9971	0	1	4
9972	0	1	4
9973	0	1	4
9974	0	1	4
9975	0	1	4
9976	0	1	4
9977	0	1	3
9978	0	1	3
9979	0	1	3
9980	0	1	3
9981	0	1	3
9982	0	1	3
9983	0	1	3
9984	0	1	3
9985	0	0	3
9986	0	0	2
9987	0	0	2
9988	0	0	2
9989	0	0	2
9990	0	0	2
9991	0	0	2
9992	0	0	0
9993	0	0	0
9994	0	0	0
9995	0	0	0
9996	0	0	0
9997	0	0	0
9998	0	0	0
9999	0	0	0
10000	0	0	0
10001	0	0	0
10002	0	0	0
10003	0	0	0
10004	0	0	0
10005	0	0	0
10006	0	0	0
10007	0	0	0
10008	0	0	0
10009	0	0	0
10010	0	0	0
10011	0	0	0
10012	0	0	0
10013	0	0	0
10014	0	0	0
10015	0	0	0
10016	0	0	0
10017	0	0	0
10018	0	0	0
10019	0	0	0
10020	0	0	0
10021	0	0	0
10022	0	0	0
10023	0	0	0
10024	0	0	0
10025	0	0	0
10026	0	0	0
10027	0	0	0
10028	0	0	0
10029	0	0	0
10030	0	0	0
10031	0	0	0
10032	0	0	0
10033	0	0	0
10034	0	0	0
10035	0	0	0
10036	0	0	0
10037	0	0	0
10038	0	0	0
10039	0	0	0
10040	0	0	0
10041	0	0	0
10042	0	0	0
10043	0	0	0
10044	0	0	0
10045	0	0	0
10046	0	0	0
10047	0	0	0
10048	0	0	0
10049	0	0	0
10050	0	0	0
10051	0	0	0
10052	0	0	0
10053	0	0	0
10054	0	0	0
10055	0	0	0
10056	0	0	0
10057	0	0	0
10058	0	0	0
10059	2	9	35
10060	2	10	37
10061	2	9	36
10062	2	9	35
10063	2	9	36
10064	2	9	36
10065	2	9	34
10066	2	9	35
10067	2	10	36
10068	2	10	36
10069	2	10	36
10070	2	10	37
10071	2	10	38
10072	2	10	38
10073	2	10	38
10074	2	10	37
10075	3	10	39
10076	3	10	38
10077	3	10	38
10078	3	10	39
10079	3	10	39
10080	3	10	38
10081	3	10	39
10082	3	10	38
10083	3	10	38
10084	3	10	39
10085	3	10	39
10086	3	10	38
10087	2	10	38
10088	3	10	39
10089	2	10	38
10090	3	10	38
10091	3	10	37
10092	3	10	39
10093	3	10	40
10094	3	11	40
10095	3	11	40
10096	3	11	41
10097	3	10	39
10098	3	11	40
10099	3	11	39
10100	3	11	40
10101	3	10	40
10102	3	11	41
10103	3	11	40
10104	3	11	42
10105	3	11	42
10106	3	11	41
10107	3	11	42
10108	3	11	42
10109	3	11	41
10110	3	11	41
10111	3	11	42
10112	3	11	42
10113	3	11	41
10114	3	11	41
10115	3	11	41
10116	3	11	43
10117	3	11	42
10118	3	11	42
10119	3	12	44
10120	3	12	44
10121	3	9	39
10122	3	9	38
10123	2	8	35
10124	2	8	35
10125	2	7	34
10126	2	6	29
10127	2	6	28
10128	2	6	28
10129	2	6	27
10130	2	6	27
10131	2	6	27
10132	2	6	27
10133	2	6	28
10134	2	6	28
10135	2	6	27
10136	2	6	27
10137	2	7	28
10138	2	7	28
10139	2	7	29
10140	2	7	29
10141	2	7	28
10142	2	7	30
10143	2	7	28
10144	2	7	27
10145	2	7	29
10146	2	7	29
10147	2	7	30
10148	2	7	30
10149	2	8	30
10150	2	8	31
10151	2	8	31
10152	2	9	32
10153	2	9	32
10154	3	9	33
10155	2	8	25
10156	2	8	24
10157	2	8	21
10158	2	8	21
10159	2	8	20
10160	2	7	18
10161	2	7	19
10162	2	8	19
10163	2	7	18
10164	2	7	18
10165	2	8	19
10166	2	8	19
10167	2	8	19
10168	2	8	19
10169	2	8	20
10170	2	8	19
10171	2	8	19
10172	2	8	19
10173	2	8	19
10174	2	8	20
10175	2	8	20
10176	2	8	20
10177	2	9	21
10178	3	9	22
10179	3	9	22
10180	3	9	22
10181	3	9	23
10182	3	9	23
10183	2	8	22
10184	3	10	23
10185	3	10	23
10186	3	10	24
10187	3	10	24
10188	3	10	24
10189	3	10	24
10190	3	10	25
10191	3	10	25
10192	3	10	24
10193	3	10	25
10194	3	11	25
10195	3	11	26
10196	3	11	26
10197	3	11	26
10198	3	11	26
10199	3	11	26
10200	3	11	26
10201	3	11	26
10202	3	11	26
10203	3	11	26
10204	3	11	26
10205	3	11	27
10206	3	11	27
10207	3	11	27
10208	3	11	26
10209	3	10	25
10210	3	11	26
10211	3	11	26
10212	3	11	26
10213	3	11	27
10214	3	11	27
10215	3	11	28
10216	3	11	28
10217	3	11	28
10218	3	12	29
10219	3	12	29
10220	3	12	29
10221	3	11	28
10222	3	11	28
10223	3	11	28
10224	3	11	28
10225	3	12	28
10226	3	12	29
10227	3	11	28
10228	3	12	29
10229	3	11	29
10230	3	11	28
10231	3	12	29
10232	3	11	29
10233	3	11	28
10234	3	11	28
10235	3	11	28
10236	3	11	28
10237	3	11	28
10238	3	11	28
10239	3	11	28
10240	3	11	28
10241	3	11	27
